TYPE,SOURCE,EDGES,TARGET
TRX,SaoMartinho/CS/Transactions/IndicadoresGraficoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/CS/Transactions/IndicadoresGraficoTransaction,QUERY,SaoMartinho/CS/Queries/IndicadoresGraficoAcumuladoSelectQuery
TQXC,/SaoMartinho/SaoMartinho/IA/Queries/XCT_INDICADORES_AGRICOLAS,CALL,XML_INDICADORES_AGRICOLAS
TQSQ,/SaoMartinho/SaoMartinho/IA/Queries/GET_FRENTE,SELECT,SAP_ZCAN05
TQSQ,/SaoMartinho/SaoMartinho/IA/Queries/GET_FRENTE,SELECT,SAP_ZCAN05
TQXC,/SaoMartinho/SaoMartinho/IA/Queries/XCT_CHART_AGRICOLA,CALL,XML_CHART_AGRICOLA
TQSQ,/SaoMartinho/SaoMartinho/IA/Queries/GET_ULTIMA_DATA,SELECT,UBVISTA.SAP_ZCAN05
TRX,SaoMartinho/IA/Transactions/XML_INDICADORES_AGRICOLAS,QUERY,SQL
TRX,SaoMartinho/IA/Transactions/XML_CHART_AGRICOLA,QUERY,SQL
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTFazendaBrowserSelectQuery,SELECT,PIMSCS.APT_CARGAS[PARAM.3]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTFazendaBrowserSelectQuery,SELECT,PIMSCS.APT_CARGAS_REC[PARAM.3]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/ECFResumoTotalDiario,PROC,PKG_ENTCANA.ECResumoTotalDiario
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTDadosLiberacao,SELECT,PIMSCS.APT_CARGAS[PARAM.3]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTDadosLiberacao,SELECT,PIMSCS.APT_CARGAS_REC[PARAM.3]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTTMResumoVeiculo,SELECT,PIMSCS.APT_CARGAS[PARAM.5]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTTMResumoVeiculo,SELECT,PIMSCS.APT_CARGAS_REC[PARAM.5]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTTMFazendaVeiculo,SELECT,PIMSCS.APT_CARGAS[PARAM.4]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTTMFazendaVeiculo,SELECT,PIMSCS.APT_CARGAS_REC[PARAM.4]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/HistoricoSelectQuery,SELECT,UBVISTA.[PARAM.1]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTCaminhaoBrowserSelectQuery,SELECT,PIMSCS.APT_CARGAS[PARAM.3]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTCaminhaoBrowserSelectQuery,SELECT,PIMSCS.APT_CARGAS_REC[PARAM.3]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/HistoricoSelectQuery_P,SELECT,UBVISTA.[PARAM.1]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/ECResumoFrente,SELECT,SAP_ZCAN05
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTTempoMedioFazenda,SELECT,PIMSCS.APT_CARGAS[PARAM.4]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/CTTempoMedioFazenda,SELECT,PIMSCS.APT_CARGAS_REC[PARAM.4]
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/ECResumoTurnoDia,SELECT,SAP_ZCAN05
TQSQ,/SaoMartinho/SaoMartinho/EC/Queries/ECFResumoHorario,PROC,PKG_ENTCANA.ECResumoTotalHorario
TQXC,/SaoMartinho/SaoMartinho/EC/Queries/HistoricoXacuteQuery,CALL,HistoricoTransaction
TRX,SaoMartinho/EC/Transactions/HistoricoTransaction,QUERY,SaoMartinho/EC/Queries/HistoricoSelectQuery
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,UBVISTA.UBV_PLANO_SAFRA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,QUERY,RelatorioMetricasSelectQuery
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/IPA/Transactions/PlanoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,UBVISTA.UBV_PLANO_SAFRA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,UBVISTA.UBV_PLANO_SAFRA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PainelMetasMetricSelectQuery,SELECT,METRICA.MES_UNIDADEMEDIDA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PainelMetasMetricSelectQuery,SELECT,UBVISTA.UBV_PLANO_SAFRA
TQSQ,/SaoMartinho/SaoMartinho/LIXO/PainelMetasMetricSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQXC,/SaoMartinho/SaoMartinho/CEI/Queries/GraficoProjecaoXacuteQuery,CALL,GraficoProjecaoTransaction
TQXC,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioXacuteQuery,CALL,RelatorioTransaction
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoSemanaSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoSemanaSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoSemanaSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/InsumosPrevisto,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/InsumosPrevisto,SELECT,UBV_INSUMOS_PREVISTO
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/GraficoProjecaoMetricasDadosSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/GraficoProjecaoMetricasDadosSelectQuery,SELECT,METRICA.MES_UNIDADEMEDIDA
TQXC,/SaoMartinho/SaoMartinho/CEI/Queries/GraficoHistoricoXacuteQuery,CALL,GraficoHistoricoTransaction
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoMesSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoMesSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoMesSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/GraficoProjecaoMetricasSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoDiaSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoDiaSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasHistoricoDiaSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasSelectQuery,SELECT,METRICA.AP_DASH_METRICA
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasSelectQuery,SELECT,METRICA.MES_UNIDADEMEDIDA
TQSQ,/SaoMartinho/SaoMartinho/CEI/Queries/RelatorioMetricasSelectQuery,SELECT,METRICA.AP_INDIC_FORMULA
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,QUERY,SaoMartinho/CEI/Queries/GraficoProjecaoMetricasSelectQuery
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,QUERY,SaoMartinho/CEI/Queries/GraficoProjecaoMetricasDadosSelectQuery
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,CALL,SaoMartinho/CEI/Transactions/RelatorioTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,QUERY,SaoMartinho/CEI/Queries/GraficoProjecaoMetricasSelectQuery
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,QUERY,SaoMartinho/CEI/Queries/GraficoProjecaoMetricasSelectQuery
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,CALL,SaoMartinho/CEI/Transactions/RelatorioTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoProjecaoTransaction,CALL,SaoMartinho/CEI/Transactions/RelatorioTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoHistoricoTransaction,CALL,SaoMartinho/CEI/Transactions/RelatorioTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoHistoricoTransaction,CALL,SaoMartinho/CEI/Transactions/RelatorioTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoHistoricoTransaction,CALL,SaoMartinho/CEI/Transactions/RelatorioTransaction
TRX,SaoMartinho/CEI/Transactions/GraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,QUERY,RelatorioMetricasSelectQuery
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,QUERY,SaoMartinho/CEI/Queries/InsumosPrevisto
TRX,SaoMartinho/CEI/Transactions/RelatorioTransaction,QUERY,SaoMartinho/global/Queries/BuscaVersaoPrevistoMetaSelectQuery
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_AREA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_LOCAL_AMOSTRA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_TIPO_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/MonitorDigitacaoQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_AREA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_LOCAL_AMOSTRA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_TIPO_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/CaracteristicaSelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_AREA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_LOCAL_AMOSTRA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_TIPO_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Monitor/Queries/AnaliseForaPrintQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/DesviosTurnoSelectQuery,SELECT,TAB_USUARIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/DesviosTurnoSelectQuery,SELECT,UBV_QUAL_JUSTIFICATIVA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/DesviosTurnoSelectQuery,SELECT,UBV_EQUIPAMENTO_MATERIAL
TQXC,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/ExcelExportXacuteQuery,CALL,ExcelExport
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_LOCAL_AMOSTRA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_EQUIPAMENTO_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_TIPO_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_AREA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQueryNovo,SELECT,UBV_UNIDADE_MEDIDA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/EnsaiosObservacoesSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/EnsaiosObservacoesSelectQuery,SELECT,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_UNIDADE_MEDIDA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_LOCAL_AMOSTRA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_TIPO_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_AREA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseGraficoSelectQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseGraficoSelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseGraficoSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/EDEnsaiosObservacoesSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQuery,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseValorSelectQuery,SELECT,UBV_UNIDADE_MEDIDA
TQXC,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseGraficoXacuteQuery,CALL,AnaliseGraficoTransaction
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseHorasSelectQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseHorasSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseHorasSelectQueryNovo,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseHorasSelectQueryNovo,SELECT,UBV_ANALISE
TQXC,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseRelatoriosXacuteQuery,CALL,AnaliseRelatoriosTransaction
TRX,SaoMartinho/Qualidade/AL/Transactions/DesviosTurnosSendMail,QUERY,SaoMartinho/Qualidade/AL/Queries/DesviosTurnoSelectQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/DesviosTurnosSendMail,QUERY,SaoMartinho/global/Queries/GetTurnoFixedQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/AnaliseGraficoTransaction,QUERY,SaoMartinho/Qualidade/AL/Queries/AnaliseHorasSelectQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/AnaliseGraficoTransaction,QUERY,SaoMartinho/Qualidade/AL/Queries/AnaliseGraficoSelectQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/AnaliseRelatoriosTransaction,QUERY,SaoMartinho/Qualidade/AL/Queries/AnaliseSelectQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/DesviosTurnosTransaction,QUERY,SaoMartinho/Qualidade/AL/Queries/DesviosTurnoSelectQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/DesviosTurnosTransaction,QUERY,SaoMartinho/global/Queries/GetTurnoFixedQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/DesviosTurnoTransaction,QUERY,SaoMartinho/Qualidade/AL/Queries/DesviosTurnoSelectQuery
TRX,SaoMartinho/Qualidade/AL/Transactions/DesviosTurnoTransaction,QUERY,SaoMartinho/global/Queries/GetTurnoFixedQuery
TRX,SaoMartinho/Qualidade/Config/Transaction/GetDataFromLIMSFile,QUERY,SaoMartinho/Qualidade/Config/Query/UpsertDadosLIMSCommand
TRX,SaoMartinho/Qualidade/Config/Transaction/GetDataFromLIMSFile,QUERY,SaoMartinho/Qualidade/Config/Query/InsLogCommand
TRX,SaoMartinho/Qualidade/Config/Transaction/ContentSaving,QUERY,SaoMartinho/Qualidade/Config/Query/UpsertCodigoCommand
TRX,SaoMartinho/Qualidade/Config/Transaction/ContentSaving,QUERY,SaoMartinho/Qualidade/Config/Query/GetIdLIMS_FixedQuery
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetIdLIMS_FixedQuery,SELECT,UBV_ENSAIO_CONFIG
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetDataImportSelectQuery,SELECT,UBV_DADOS_LIMS
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetDataImportSelectQuery,SELECT,UBV_ENSAIO_CONFIG
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetDataImportSelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetLocalByAreaMaterialEquip_SelectQuery,SELECT,UBV_LOCAL_AMOSTRA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetMaterialByArea_SelectQuery,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetTipoByAreaMaterialEquipLocal_SelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetTipoByAreaMaterialEquipLocal_SelectQuery,SELECT,UBV_VIGENCIA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetTipoByAreaMaterialEquipLocal_SelectQuery,SELECT,UBV_TIPO_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetEnsaiosByAmostra_SelectQuery,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetEnsaiosByAmostra_SelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetEnsaiosByAmostra_SelectQuery,SELECT,UBV_ENSAIO_CONFIG
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetConfig_SelectQuery,SELECT,UBV_ENSAIO_CONFIG
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetConfig_SelectQuery,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetConfig_SelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/Config/Query/GetConfig_SelectQuery,SELECT,UBV_TIPO_ANALISE
